Last Name,Grantor Tier,Grantor Stage,Wayleave Signed
National Star Foundation,Tier-2,,0
National Westminster Bank PLC,,Newly Listed Grantor,0
Nation Commercial Holdings Limited,Tier-2,Newly Listed Grantor,0
Nation Real Estate Limited,Tier-2,Newly Listed Grantor,0
Nationspaces Developments Limited,Tier-2,Wayleave Signed,0
Nationwide Building Society,Tier-2,,0
Nationwide Property Investing Ltd,Tier-2,,0
Natomoly Limited,Tier-2,,0
Natural Choice Properties Limited,Tier-2,Initial Grantor Engagement,0
Naturally Baby Limited,Tier-2,,0
Naureen Akhter,Tier-2,Wayleave Signed,0
Nautilus (Worthing) Freehold Limited,Tier-2,Initial Grantor Engagement,0
Navarac Court Freehold Limited,Tier-2,Newly Listed Grantor,0
Navdeep Limited,,Newly Listed Grantor,0
Navini Soni Limited,Tier-2,Newly Listed Grantor,0
Navy Properties Limited,Tier-2,,0
Naywood Limited,Tier-2,,0
Nbc Properties Limited,Tier-2,Newly Listed Grantor,0
NBPH 195 QWay Ltd,Tier-2,,0
NCD Property Ltd,Tier-2,,0
NCL Property Developments Limited,Tier-2,Newly Listed Grantor,0
NCL Property Limited,Tier-2,,0
NCO (One) Limited,Tier-2,Wayleave Negotiation Commenced,0
NCS Partnership,Tier-2,,0
N C Wilson Limited,Tier-2,,0
NE5 3AQ Limited,Tier-2,Initial Grantor Engagement,0
Nea Court (Highcliffe) Limited,Tier-2,Newly Listed Grantor,0
Neargoal Limited,Tier-1,Initial Grantor Engagement,0
Needles Point RTE Limited,Tier-2,Wayleave Negotiation Commenced,0
Needles View Freehold Limited,Tier-2,Initial Grantor Engagement,0
Nehemiah Housing Association (Church of God of Prophecy) Limited,Tier-1,Unresponsive / No Contact Received,0
Nehemiah United Churches Housing Association Limited,Tier-1,Unresponsive / No Contact Received,0
Neil Frank Thomas,Tier-2,Initial Grantor Engagement,0
Neil Marcus Investments Limited,Tier-2,Newly Listed Grantor,0
Neil Marcus Limited,Tier-2,Newly Listed Grantor,0
Neiman Developments Limited,Tier-2,Newly Listed Grantor,0
Nelson Bath LLP,Tier-2,,0
Nelson Court Management Company Limited,Tier-2,,0
Nelson Property Investments Limited,Tier-2,,0
Nelson Road Management Company Limited,,Newly Listed Grantor,0
Nelson Street Properties Limited,Tier-2,,0
Nema Properties Limited,Tier-2,,0
Neo Enterprises Limited,Tier-2,Newly Listed Grantor,0
Neptune Marina Properties Limited,Tier-2,Wayleave Signed,0
Neranen Limited,Tier-2,,0
Nergarlia Limited,Tier-2,Newly Listed Grantor,0
Nero Holdings Limited,Tier-2,,0
Nestbox Homes Portfolio Ltd,Tier-2,Newly Listed Grantor,0
Nest Properties (Leicester) Limited,Tier-2,,0
Net Affinity Limited,Tier-2,,0
Netheredge Investments Limited,Tier-2,Newly Listed Grantor,0
Netherleigh Mansions Management Company Limited,Tier-2,Newly Listed Grantor,0
Netherton Building And Construction Company Limited,Tier-2,,0
Netherwood Chambers Management Company Limited,Tier-2,Initial Grantor Engagement,0
Network Building & Development Limited,Tier-2,Newly Listed Grantor,0
Network Homes Limited,Tier-2,,0
Network Rail Infrastructure Limited,National,,0
Network Vineyard Central,Tier-2,,0
Neugarder Limited,Tier-2,,0
Nevbright Eight Limited,Tier-2,Newly Listed Grantor,0
Nevill Court Hove Limited,Tier-2,Newly Listed Grantor,0
Nevill Court Residents Company Limited,,Newly Listed Grantor,0
Neville & Griffin Limited,Tier-2,,0
Neville Central Ltd,Tier-2,,0
Neville House Limited,Tier-2,,0
Neville Investments Limited,Tier-2,,0
Neville Lodge Management Limited,Tier-2,Newly Listed Grantor,0
Nevill House (164/165) Marine Parade Limited,Tier-2,,0
Nevis Court (Whitley Bay) Management Company Limited,Tier-2,Newly Listed Grantor,0
Newark & Sherwood District Council,Local Authority,,0
Newarke Street Management Company Limited,Tier-2,,0
New Augustus Developments Limited,Tier-2,Initial Grantor Engagement,0
New Beach Management (2010) Limited,Tier-2,,0
New Beginnings (Gloucester) Limited,Tier-2,,0
Newbold Buildings Limited,Tier-2,,0
Newbold Lawn Freehold Management Limited,Tier-2,,0
Newbold Terrace Apartments (Leamington Spa) Management Company Limited,Tier-2,,0
Newbridge Property Services Limited,,Newly Listed Grantor,0
Newbridge Road Management Company Limited,Tier-2,,0
New Brighton Properties Limited,Tier-2,,0
Newbuild Homes Limited,Tier-2,,0
Newbury Court (Jesmond Road) Management Company Limited,Tier-2,Newly Listed Grantor,0
Newbury House Limited,Tier-2,,0
Newbury Venture Capital Limited,Tier-2,,0
Newcastle Building Society,Tier-2,Newly Listed Grantor,0
Newcastle Court Management Company Limited,Tier-2,Newly Listed Grantor,0
Newcastle Diocesan Education Board Limited,Tier-2,,0
Newcastle Fairmount Limited,Tier-2,Newly Listed Grantor,0
Newcastle Heights Management Company Limited,Tier-2,Newly Listed Grantor,0
Newcastle Investors Freehold Ltd,Tier-2,Newly Listed Grantor,0
Newcastle Loft Company Limited,Tier-2,,0
Newcastle Properties Limited,Tier-2,Newly Listed Grantor,0
Newcastle-Under-Lyme (Westlands Farm) Housing Society Limited,Tier-2,,0
Newcastle Upon Tyne YMCA,Tier-2,,0
New Church Road Investments Limited,,,0
Newco 1111 Ltd,Tier-1,,0
New Company Services Limited,Tier-2,,0
New Dawn Homes Limited,Tier-2,,0
New Directions (Rugby) Limited,Tier-2,Newly Listed Grantor,0
New Directions (St. Leonards-On-Sea) Limited,,Newly Listed Grantor,0
Newell Chemist Limited,,Newly Listed Grantor,0
Newell Properties Developments Limited,Tier-2,,0
New English (Poole) Limited,Tier-2,Newly Listed Grantor,0
New Era Development (UK) Limited,Tier-2,Newly Listed Grantor,0
New Era Investments Limited,Tier-2,Newly Listed Grantor,0
Newfield Freehold Limited,Tier-2,,0
Newfield Management Services Limited,Tier-2,,0
Newfold Properties Limited,Tier-2,,0
New Frontier Capital Ltd,Tier-1,,0
Newgate Trade Limited,Tier-2,Initial Grantor Engagement,0
Newgent Ltd,Tier-2,,0
Newgrand (Southern) Limited,Tier-2,Initial Grantor Engagement,0
New Heath Portfolio Limited,Tier-2,,0
New Hill Limited,Tier-2,,0
Newholme Flats Management Company Limited,Tier-2,,0
Newhomes Estates Limited,Tier-2,,0
New Honeypot Limited,Tier-2,Initial Grantor Engagement,0
New Ideas Limited,Tier-2,,0
New King Street Management Limited,Tier-2,,0
Newlands House Management Company Limited,Tier-2,,0
Newlay Brickwork Limited,Tier-2,,0
New Life Homes (UK) Limited,Tier-2,Newly Listed Grantor,0
Newlife Hotels Limited,Tier-2,,0
New Millennium Homes Limited,Tier-2,,0
Newminster Place (Management Company) Limited,Tier-2,,0
Newmouth LLP,Tier-2,Initial Grantor Engagement,0
New Park Court Residents Association Limited,Tier-2,Newly Listed Grantor,0
New Pinehurst Residents Association (Cambridge) Limited,Tier-2,Wayleave Negotiation Commenced,0
Newport Holdings Limited,Tier-2,Initial Grantor Engagement,0
Newport Street (Swindon) Management Company Limited,Tier-2,Newly Listed Grantor,0
Newpulse Limited,Tier-2,Wayleave Signed,0
Newriver Retail (Wakefield) Limited,Tier-2,,0
Newriver Trustee 3 Limited,Tier-2,Newly Listed Grantor,0
Newriver Trustee 7 Limited,Tier-2,,0
New Road Property Limited,Tier-2,,0
Newstar Associates Limited,Tier-2,Initial Grantor Engagement,0
Newstead (Whitley Bay) Management Company Limited,Tier-2,Newly Listed Grantor,0
Newstead 36 Freehold Limited,Tier-2,,0
Newstead Court Management Limited,Tier-2,,0
New Steine Mansions Brighton Limited,Tier-2,,0
New Street Management Limited,Tier-2,Newly Listed Grantor,0
New Structures Limited,Tier-2,Newly Listed Grantor,0
New Summerville Limited,Tier-2,,0
Newtech Marketing Network Limited,Tier-2,Newly Listed Grantor,0
Newton Hall Limited,Tier-2,,0
Newton House (Lansdown Crescent) Management Company Limited,Tier-2,,0
Newton Lodge Flat Management Company (Leeds) Ltd,Tier-2,Newly Listed Grantor,0
Newtown Estates Limited,Tier-2,Wayleave Signed,0
Newtown Park Management Limited,Tier-2,,0
Newville LLP,Tier-2,,0
New Vision Developments Limited,Tier-2,Newly Listed Grantor,0
New Vision Estates,,Newly Listed Grantor,0
New Walk Central Management Company Limited,Tier-2,Initial Grantor Engagement,0
New World Properties Limited,,Newly Listed Grantor,0
Nextbid Limited,Tier-2,Newly Listed Grantor,0
Nextchange Residents Management Limited,Tier-2,,0
Next Investment Properties Limited,Tier-2,Newly Listed Grantor,0
NE-York Properties Limited,Tier-2,,0
NG2 Properties Ltd,,Newly Listed Grantor,0
NG Homes Limited,Tier-1,Wayleave Signed,0
NG Property Services (Glasgow),Tier-1,,0
NHD Limited,Tier-2,Newly Listed Grantor,0
NHS Property Services Limited,Tier-2,,0
NHS Tayside,Tier-2,,0
Nia Charles Properties Limited,,Newly Listed Grantor,0
Niall Quinn,Tier-2,Wayleave Signed,0
Nibor Limited,,,0
Nicaro Homes Ltd,Tier-2,Newly Listed Grantor,0
Nice Stitches Limited,Tier-2,Newly Listed Grantor,0
Nichols & Bowles Investments Limited,,Newly Listed Grantor,0
Nicholson (Team Nico) Limited,Tier-2,,0
Nicholson & Morgan Trust Company Ltd,,Newly Listed Grantor,0
Nick Stevens Properties Limited,Tier-2,,0
Nick The Fish Limited,Tier-2,Newly Listed Grantor,0
Nicsar Limited,Tier-2,,0
Nightingale House Pakefield Limited,,Newly Listed Grantor,0
Nightingale Limited,Tier-2,,0
Nightingale Mews Management Company (Derby) Limited,Tier-2,Wayleave Signed,0
Nightingales Freehold Limited,Tier-1,Wayleave Signed,0
Nightstop Uk Limited,Tier-2,Newly Listed Grantor,0
Nijjer Properties Limited,Tier-2,,0
Nikan Systems Limited,Tier-2,Newly Listed Grantor,0
Nikhy Investments Limited,Tier-2,Initial Grantor Engagement,0
Nimalan Limited,Tier-2,Newly Listed Grantor,0
Nimbus Limited,Tier-2,Newly Listed Grantor,0
Nimi Holding Ltd,Tier-2,,0
Nimi Holding Ltd C/O Parmars Estates,Tier-2,Wayleave Signed,0
Nine Burlington Limited,Tier-2,,0
Nine Montpelier Management Limited,Tier-2,Newly Listed Grantor,0
Nineteen Gascoyne Place Limited,Tier-2,Newly Listed Grantor,0
Nineteen Upper Avenue Limited,Tier-2,,0
Nine The Parade Preston Management Company Limited,Tier-2,,0
Ninety Two Marina Management Limited,,Newly Listed Grantor,0
Nine United Properties UK Limited,Tier-2,,0
Nineveh Properties Limited,Tier-2,Newly Listed Grantor,0
NI Properties Limited,Tier-2,,0
Nirlake Investments Limited,Tier-2,,0
Nirwal Limited,Tier-2,,0
Nisi Investments Limited,Tier-1,Wayleave Signed,0
Nitara Ltd,,Newly Listed Grantor,0
Nitesky Limited,Tier-2,,0
Nithy Retails UK Limited,Tier-2,Newly Listed Grantor,0
N J Davies & Partners Limited,Tier-2,Newly Listed Grantor,0
NK Investment Holdings Limited,Tier-2,Newly Listed Grantor,0
NKS Bath Limited,Tier-2,,0
Nm Pensions Trustees Limited,Tier-2,Newly Listed Grantor,0
NMT Limited,Tier-2,Newly Listed Grantor,0
NNS Developments Limited,Tier-2,,0
No. 105 Leicester Limited,Tier-2,,0
No. 15 Brunswick Hill Management Company Limited,Tier-2,,0
No. 16 Sackville Gardens Hove Limited,,,0
No. 1 Symes Road Management Company Limited,Tier-2,Newly Listed Grantor,0
No.1 Vane Street Bath Management Company Limited,Tier-2,,0
No. 20 Clarence Square Limited,Tier-2,Newly Listed Grantor,0
No. 243 New Church Road Hove Limited,,,0
No. 26 Priory Avenue Management Co Limited,,Newly Listed Grantor,0
No.27 Limited,Tier-2,Newly Listed Grantor,0
No. 28 Priory Avenue Management Co Limited,,Newly Listed Grantor,0
No. 32 Kings Terrace Management Company Limited,Tier-2,Newly Listed Grantor,0
No.3 Chippy Limited,Tier-2,Newly Listed Grantor,0
No. 4 Camden Crescent Bath Limited,Tier-2,,0
No.4 Devonshire Buildings (Bath) Management Limited,Tier-2,Newly Listed Grantor,0
No.4 The Oval Harrogate Limited,Tier-2,,0
No. 50 George Street Management Company Limited,Tier-2,Newly Listed Grantor,0
No. 51 St. Georges Road Management Limited,Tier-2,,0
No. 54 Portland Road (Management) Limited,,Newly Listed Grantor,0
No.66 Westbourne Gardens Hove Limited,,Newly Listed Grantor,0
No.6 Cavendish Management Company Limited,Tier-2,,0
No. 7 Brunswick Sq. Residents Association Limited,Tier-2,,0
No. 7 Kingsbridge Flat Management Company Limited,Tier-2,Newly Listed Grantor,0
No. 8 Cavendish Management Limited,Tier-2,,0
"No 1, 1A & 2 Burnside (Holywell) Management Company Limited",Tier-2,,0
No 1 Gulliver Company Limited,,Newly Listed Grantor,0
No 1 Holles Crescent Management Limited,Tier-2,Newly Listed Grantor,0
No1 Pentire Ltd,Tier-2,Newly Listed Grantor,0
No 1 Richmond Road Management Company Limited,Tier-2,,0
No 253 Belle Vue Road Management Limited,Tier-2,,0
No 3 Cleveland Road Management Company Limited,Tier-2,,0
"No 3 Dale Street, Leamington Spa Freehold Company Limited",Tier-2,,0
No 3 Spencers Belle Vue Limited,Tier-2,,0
"No 6 Royal Crescent Brighton, Limited",Tier-2,,0
No 8 Lansdown Place East Bath (Management) Limited,Tier-2,,0
Noble Tree Foundation Limited,Tier-2,Newly Listed Grantor,0
Noi 2 Limited,Tier-2,,0
Nolcell Limited,Tier-2,,0
Nomadic Home Ltd,,Newly Listed Grantor,0
Nominal Land Limited,Tier-2,Wayleave Partially Signed,0
Norbreck Court Limited,Tier-2,,0
Norcliffe Freehold Limited,Tier-2,,0
Nordosten Developments Limited,Tier-2,Newly Listed Grantor,0
Nordstar Property Company Limited,,,0
Norfolk & Suffolk General Trading Company Limited,Tier-2,,0
Norfolk & West Properties Limited,,Newly Listed Grantor,0
Norfolk Court (Freehold) Limited,Tier-2,,0
Norfolk Court Residents Association Limited,,Newly Listed Grantor,0
Norfolk Hotel Limited,Tier-2,Newly Listed Grantor,0
Norfolk House Boscombe (Management) Limited,Tier-2,,0
Norfolk House Management (Leeds) Limited,Tier-2,,0
Norfolk Square Brighton Limited,Tier-2,,0
Norfolk Trustees Limited,Tier-2,,0
Norham House 2 Limited,Tier-2,,0
Norkeed Court Management Company Limited,Tier-2,,0
Norland Estates Limited,Tier-2,Initial Grantor Engagement,0
Norley Limited,Tier-2,,0
Norlington Care Limited,Tier-2,,0
Norma Nathan,Tier-2,Wayleave Signed,0
Normand Students Accommodation Limited,Tier-2,Newly Listed Grantor,0
Normandy Court (Freehold) Limited,Tier-2,Wayleave Signed,0
Normandy Court Residents Association (Chichester) Limited,Tier-2,Newly Listed Grantor,0
Normandy House Management Limited,Tier-2,,0
Normanhurst (Eastbourne) Limited,Tier-2,,0
Norman Investments (Huddersfield) Limited,Tier-2,Initial Grantor Engagement,0
Normanton Management Limited,,Newly Listed Grantor,0
Normanton Spring Close Freehold Company Limited,Tier-2,Newly Listed Grantor,0
Norstar Property Management Limited,Tier-2,Newly Listed Grantor,0
Northall Mews Flats Management Limited,Tier-2,,0
Northampton Bakeries Limited,Tier-2,,0
Northampton Borough Council,Local Authority,Wayleave Terms Issued,0
Northampton General Hospital National Health Service Trust,Tier-2,,0
Northampton House RTM Company Limited,Tier-2,Wayleave Signed,0
Northampton Leisure Limited,Tier-2,,0
Northampton Municipal Church Charity Cio,Tier-2,Newly Listed Grantor,0
Northampton Road Management Company Limited,Tier-2,,0
Northampton Science Park Limited,Tier-2,,0
Northamptonshire County Council,Local Authority,Initial Grantor Engagement,0
Northamptonshire Healthcare National Health Service Foundation Trust,Tier-2,,0
Northamptonshire YMCA,Tier-2,,0
North and East Alliance Finance Corporation Limited,Tier-2,,0
Northanger Court Limited,Tier-2,,0
Northants LLP,Tier-2,,0
North Ash (Horsham) Managements Limited,Tier-2,Wayleave Signed,0
Northborough Housing Co-Operative Limited,Tier-1,Wayleave Signed,0
Northbourne Court Management Company Limited,Tier-2,,0
Northbourne Property Limited,Tier-2,,0
Northcote Lodge Management Company Limited,Tier-2,,0
North Cottage Management Company Limited,Tier-2,,0
Northdown Close Management Company Limited,Tier-2,Newly Listed Grantor,0
North East Derbyshire District Council,Local Authority,,0
North Eastern Y.W.C.A. Trustees Limited,Tier-2,,0
North East Ground Rents Limited,Tier-2,,0
North East Prestige Homes Ltd,Tier-2,Newly Listed Grantor,0
North East Property Lettings & Management Ltd,Tier-2,Newly Listed Grantor,0
North East Theatre Trust Limited,Tier-2,Wayleave Terms Issued,0
North East Workspace Limited,Tier-2,,0
Northern & Borders Properties Limited,Tier-2,Newly Listed Grantor,0
Northern & Midland Holdings Limited,Tier-2,Newly Listed Grantor,0
Northern and Midland Holdings Limited,Tier-2,Initial Grantor Engagement,0
Northern Counties Guarantee Corporation Limited,Tier-2,,0
Northern Developments (Lancashire) Limited,Tier-2,,0
Northern Electric Plc,Tier-2,Newly Listed Grantor,0
Northern Estates & Investment Company Limited,Tier-2,,0
Northern Estates And Investment Company Limited,Tier-2,Newly Listed Grantor,0
Northern Exposure (Properties) Limited,Tier-2,Initial Grantor Engagement,0
Northern Eye UK Limited,Tier-2,,0
Northern Ireland Local Government Officers Superannuation Committee,Tier-2,Newly Listed Grantor,0
Northern Life Care Limited,Tier-2,Initial Grantor Engagement,0
Northern Properties (UK) Limited,Tier-2,Newly Listed Grantor,0
Northern Rock Homes Limited,Tier-2,Newly Listed Grantor,0
Northern Trust Company Limited,Tier-2,,0
Northfield House (Bath) Limited,Tier-2,,0
Northfield Mills Management Company Limited,Tier-2,Wayleave Signed,0
Northgate Lettings Limited,Tier-2,,0
Northgood Industries Limited,Tier-2,,0
North Haven Developments (Sunderland) Limited,Tier-2,Newly Listed Grantor,0
Northlands Management Company (Cheltenham) Limited,Tier-2,,0
Northleach House Management Company Limited,Tier-2,,0
North Leeds Residential Limited,Tier-2,Newly Listed Grantor,0
North Meadow View Properties Limited,Tier-2,,0
North Northamptonshire Council,Tier-2,Grantor Asset List Received,0
Northover Gardens (Bournemouth) Limited,Tier-2,Wayleave Signed,0
North Parade Residents Association Limited,Tier-2,Newly Listed Grantor,0
North Park (Halifax) Management Limited,Tier-2,Newly Listed Grantor,0
North Park Avenue (Wedgewood) Management Company Limited,Tier-2,Initial Grantor Engagement,0
North Place (Cheltenham) Limited,Tier-2,,0
Northpoint Living Ltd,Tier-2,Initial Grantor Engagement,0
North Property Holdings Limited,Tier-2,Newly Listed Grantor,0
North Real Estate Ltd,Tier-2,,0
Northridge Estates Limited,Tier-2,Newly Listed Grantor,0
North Seed Limited,Tier-2,,0
North Shields Investment Properties Limited,Tier-2,,0
Northshore Companies Ltd,Tier-2,,0
Northside Properties Limited,Tier-2,Newly Listed Grantor,0
North Staffordshire (Thistleberry) Co-Ownership Housing Society Limited,Tier-2,,0
North Star Housing Group,Tier-2,Newly Listed Grantor,0
Northumberland & Durham Property Trust Limited,Tier-2,Newly Listed Grantor,0
Northumberland County Council,Tier-1,,0
Northumberland Court Management (Brighton) Limited,Tier-2,,0
Northumberland Court Management (Leamington Spa) Company Limited,Tier-2,,0
